sentence,label
not a film for the faint of heart or conservative of spirit  but for the rest of us  especially san francisco lovers  ,1
from its recovery of an historical episode that  in the simple telling  proves simultaneously harrowing and uplifting ,1
is the chance it affords to watch jackson  who also served as executive producer  take his smooth  shrewd  powerful act abroad  ,1
faint of heart or conservative of spirit  but for the rest of us  especially san francisco lovers ,1
i ve never seen or heard anything quite like this film  and i recommend it for its originality alone  ,1
the darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters ,0
the most appealing movies ever made about an otherwise appalling  and downright creepy  subject  a teenage boy in love with his stepmother ,1
 moore is like a progressive bull in a china shop  a provocateur crashing into ideas and specialinterest groups as he slaps together his own brand of liberalism   ,0
many ways the perfect festival film : a calm  selfassured portrait of small town regret  love  duty and friendship that appeals to the storytelling instincts of a slightly more literate filmgoing audience ,1
rymer does nt trust laughs  and does nt conjure proper respect for followers of the whole deadundead genre  who deserve more from a vampire pic than a few shrieky special effects  ,0
white has nt developed characters so much as caricatures  onedimensional buffoons that get him a few laughs but nothing else  ,0
below casts its spooky net out into the atlantic ocean and spits it back  grizzled and charred  somewhere northwest of the bermuda triangle  ,1
in painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people  the movie exalts the marxian dream of honest working folk  with little to show for their labor  living harmoniously  joined in song  ,1
neil burger here succeeded in  making the mystery of four decades back the springboard for a more immediate mystery in the present  ,1
guns  cheatfully filmed martial arts  disintegrating bloodsucker computer effects and jagged camera moves that serve no other purpose than to call attention to themselves ,0
d do well to check this one out because it s straight up twin peaks action  ,1
it reduces the complexities to bromides and slogans and it gets so preachykeen and so tubthumpingly loud it makes you feel like a chump just for sitting through it ,0
to work us over  with second helpings of love  romance  tragedy  false dawns  real dawns  comic relief  two separate crises during marriage ceremonies  and the lush scenery of the cotswolds ,1
bible stores of the potential for sanctimoniousness  making them meaningful for both kids and churchwary adults ,1
rarely  indeed almost never  is such highwattage brainpower coupled with pitchperfect acting and an exquisite  unfakable sense of cinema  ,1
is how a rich historical subject  combined with so much firstrate talent  could have yielded such a flat  plodding picture ,0
is the first film in a long time that made me want to bolt the theater in the first 10 minutes  ,0
the problem is that it is one that allows him to churn out one mediocre movie after another  ,0
intoxicating documentary charting the rise of hiphop culture in general and the art of scratching  or turntablism  in particular ,1
wants to be a retrorefitting exercise in campy recall for older fans or a silly  nickelodeonesque kiddie flick ,0
at best  cletis tout might inspire a trip to the video store  in search of a better movie experience  ,0
this remains a film about something  one that attempts and often achieves a level of connection and concern  ,1
safe conduct is so rich with period minutiae it s like dying and going to celluloid heaven  ,1
makes for a touching love story  mainly because blanchett and ribisi compellingly tap into a spiritual aspect of their characters  suffering  ,1
cuts to the core of what it actually means to face your fears  to be a girl in a world of boys  to be a boy truly in love with a girl  and to ride the big metaphorical wave that is life  wherever it takes you ,1
is a movie where the most notable observation is how long you ve been sitting still  ,0
necessary selfcontrol to guide a loose  poorly structured film through the pitfalls of incoherence and redundancy ,0
have ever seen  constantly pulling the rug from underneath us  seeing things from new sides  plunging deeper  getting more intense ,1
is nt a terrible movie  just a stultifyingly obvious one  an unrewarding collar for a murder mystery ,0
destined to be the 21st century s new  conan  and that he s going to make a splash even greater than arnold schwarzenegger  jeanclaud van damme or steven segal ,1
more of a creaky  pretty woman  retread  with the emphasis on selfempowering schmaltz and bigwave surfing that gives pic its title an afterthought ,0
sitting in a downtown caf  overhearing a bunch of typical latetwentysomethings natter on about nothing  and ,0
most fish stories are a little peculiar  but this is one that should be thrown back in the river ,0
as you might to resist  if you ve got a place in your heart for smokey robinson ,1
 washington s  strong hand  keen eye  sweet spirit and good taste are reflected in almost every scene  ,1
report card : does nt live up to the exalted tagline  there s definite room for improvement  ,0
even when there are lulls  the emotions seem authentic  and the picture is so lovely toward the end ,1
a really cool bit  the movie s conception of a futureworld holographic librarian  orlando jones  who knows everything and answers all questions  is visually smart  cleverly written  and nicely realized ,1
offers much colorful eye candy  including the spectacle of gere in his dancing shoes  hoofing and crooning with the best of them  ,1
can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace ,1
much meandering  norton has to recite bland police procedural details  fiennes wanders around in an attempt to seem weird and distanced  hopkins looks like a drag queen ,0
pitted against shimmering cinematography that lends the setting the ethereal beauty of an asian landscape painting ,1
handles the nuclear crisis sequences evenly but milks drama when she should be building suspense  and drags out too many scenes toward the end that should move quickly ,0
gets the details right  from its promenade of barely clad bodies in myrtle beach  sc  to the adrenaline jolt of a sudden lunch rush at the diner ,1
escapes the precious trappings of most romantic comedies  infusing into the story very real  complicated emotions ,1
with an expressive face reminiscent of gong li and a vivid personality like zhang ziyi s  dong stakes out the emotional heart of happy  ,1
subject us to boring  selfimportant stories of how horrible we are to ourselves and each other ,0
diane lane s sophisticated performance ca nt rescue adrian lyne s unfaithful from its sleazy moralizing  ,0
a bit too much like an infomercial for ram dass s latest book aimed at the boomer ,0
layer upon layer of action man clich atop wooden dialogue and a shifting tone that falls far short of the peculiarly moral amorality of  woo s  best work ,0
utilizes the idea of making kahlo s art a living  breathing part of the movie  often catapulting the artist into her own work  ,1
nurtures the multilayers of its characters  allowing us to remember that life s ultimately a gamble and last orders are to be embraced ,1
i never thought i d say this  but i d much rather watch teens poking their genitals into fruit pies ,0
to make the film relevant today  without fully understanding what it was that made the story relevant in the first place ,0
a graceful  moving tribute to the courage of new york s finest and a nicely understated expression of the grief ,1
will indie filmmakers subject us to boring  selfimportant stories of how horrible we are to ourselves and each other ,0
is one adapted  fromtelevision movie that actually looks as if it belongs on the big screen  ,1
is badly edited  often awkwardly directed and suffers from the addition of a wholly unnecessary precredit sequence designed to give some of the characters a  back story ,0
the type of film about growing up that we do nt see often enough these days : ,1
maid in manhattan proves that it s easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies  ,0
anyone who suffers through this film deserves  at the very least  a big box of consolation candy  ,0
despite its sincere acting  signs is just another unoriginal run of the mill scifi film with a flimsy ending and lots of hype  ,0
is an impressive achievement in spite of a river of sadness that pours into every frame ,1
gives a mesmerizing performance as a fullfledged sex addict who is in complete denial about his obsessive behavior  ,1
received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film ,1
a superfluous sequel  plagued by that old familiar feeling of  let s get this thing over with  : everyone has shown up at the appointed time and place  but ,0
as broad and cartoonish as the screenplay is  there is an accuracy of observation in the work of the director  frank novak  that keeps the film grounded in an undeniable social realism  ,1
can not help but love cinema paradiso  whether the original version or new director s cut ,1
a horror movie with seriously dumb characters  which somewhat dilutes the pleasure of watching them stalked by creepycrawly bug things that live only in the darkness  ,0
is nt in this film  which may be why it works as well as it does ,1
here his sense of story and his juvenile camera movements smack of a film school undergrad  and ,0
for most of its footage  the new thriller proves that director m night shyamalan can weave an eerie spell and that mel gibson can gasp  shudder and even tremble without losing his machismo  ,1
instead of using george and lucy s most obvious differences to ignite sparks  lawrence desperately looks elsewhere  seizing on george s haplessness and lucy s personality tics  ,0
 empathy and pity fogging up the screen  his secret life enters the land of unintentional melodrama and tiresome love triangles  ,0
lax and limp a comedy as i ve seen in a while  a meander through wornout material ,0
disappointing in comparison to other recent war movies  or any other john woo flick for that matter  ,0
filmmaker stacy peralta has a flashy editing style that does nt always jell with sean penn s monotone narration  but ,0
it s a tribute to the actress  and to her inventive director  that the journey is such a mesmerizing one ,1
to make the most sincere and artful movie in which adam sandler will probably ever appear ,1
an artist  one whose view of america  history and the awkwardness of human life is generous and deep ,1
michele is a such a brainless flibbertigibbet that it s hard to take her spiritual quest at all seriously  ,0
though it goes further than both  anyone who has seen the hunger or cat people will find little new here  ,0
if only because the cast is so engagingly messing around like slob city reductions of damon runyon crooks ,0
 then knock yourself out and enjoy the big screen postcard that is a selfglorified martin lawrence lovefest  ,0
analyze that  is one of those crass  contrived sequels that not only fails on its own  but makes you secondguess your affection for the original  ,0
a movie with a  children s  song that includes the line  my stepdad s not mean  he s just adjusting  ,0
slim travel incognito in a ridiculous wig no respectable halloween costume shop would ever try to sell ,0
a crummy  wannabehip crime comedy that refers incessantly to old movies  when you could just rent those movies instead  let alone seek out a respectable new one ,0
leave us with a sense of wonder at the diverse  marvelously twisted shapes history has taken ,1
in cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j ,0
was that movie nothing more than a tepid exercise in trotting out a formula that worked five years ago but has since lost its fizz ,0
all the more disquieting for its relatively gorefree allusions to the serial murders  but it falls down in its attempts to humanize its subject  ,0
what s missing in murder by numbers is any real psychological grounding for the teens  deviant behavior  ,0
yes  spirited away is a triumph of imagination  but it s also a failure of storytelling ,0
is that it s a crime movie made by someone who obviously knows nothing about crime  ,0
as an entertainment destination for the general public  kung pow sets a new benchmark for lameness  ,0
it was only a matter of time before some savvy producer saw the potential success inherent in the mixture of bullock bubble and hugh goo  ,1
an ambitious movie that  like shiner s organizing of the big fight  pulls off enough of its effects to make up for the ones that do nt come off  ,1
to see this terrific film with your kids  if you do nt have kids borrow some ,1
spanning nearly three decades of bittersweet camaraderie and history  in which we feel that we truly know what makes holly and marina tick ,1
a film really has to be exceptional to justify a three hour running time  and this is nt ,0
shot in rich  shadowy blackandwhite  devils chronicles  with increasingly amused irony  the relationship between reluctant captors and befuddled captives  ,1
transcends its agenda to deliver aweinspiring  at times sublime  visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derringdo puts the x into the games  ,1
a tone of rueful compassion  reverberates throughout this film  whose meaning and impact is sadly heightened by current world events ,1
it s excessively quirky and a little underconfident in its delivery  but otherwise this is the best  old neighborhood  project since christopher walken kinda romanced cyndi lauper in the opportunists  ,1
to see two academy award winning actresses  and one academy award winning actor  succumb to appearing in this junk that s tv sitcom material at best ,0
the brilliant surfing photography bringing you right inside the massive waves that lifts blue crush into one of the summer s most pleasurable movies ,1
by his art  which is more than he has ever revealed before about the source of his spiritual survival ,1
is allegedly  inspired  was a lot funnier and more deftly enacted than what s been cobbled together onscreen ,0
the audacity to view one of shakespeare s better known tragedies as a dark comedy is  by itself  deserving of discussion  ,0
the three leads produce adequate performances  but what s missing from this material is any depth of feeling ,0
it is  however  a completely honest  openhearted film that should appeal to anyone willing to succumb to it  ,1
of the quality that keeps dickens evergreen : the exuberant openness with which he expresses our most basic emotions ,1
it s packed with adventure and a worthwhile environmental message  so it s great for the kids ,1
captures the way young japanese live now  chafing against their culture s manic mix of millennial brusqueness and undying  traditional politesse  ,1
the way the roundelay of partners functions  and the interplay within partnerships and among partnerships and the general air of gatorbashing are consistently delightful  ,1
if you ve got a house full of tots  do nt worry  this will be on video long before they grow up and you can wait till then  ,0
doing something of a public service  shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans ,1
in more ways that one in clockstoppers  a scifi thriller as lazy as it is interminable ,0
it s shot on digital video  whose tiny camera enables shafer to navigate spaces both large  and small  with considerable aplomb ,1
overcome the sense that pumpkin is a mere plot pawn for two directors with far less endearing disabilities ,0
 murder hits and generally sustains a higher plateau with bullock s memorable first interrogation of gosling  ,1
milking a playedout idea  a straight guy has to dress up in drag  that shockingly manages to be even worse than its title ,0
a realistically terrifying movie that puts another notch in the belt of the long list of renegadecop tales  ,1
a beguiling evocation of the quality that keeps dickens evergreen : the exuberant openness with which he expresses our most basic emotions ,1
re convinced that this mean machine was a decent tv outing that just does nt have big screen magic ,0
me wonder if lawrence hates criticism so much that he refuses to evaluate his own work ,0
has none of the crackle of  fatal attraction    9 1/2 weeks   or even  indecent proposal   and feels more like lyne s stolid remake of  lolita  ,0
brash  intelligent and erotically perplexing  haneke s portrait of an upper class austrian society and the suppression of its tucked away ,1
reacting to it  feeling a part of its grand locations  thinking urgently as the protagonists struggled  feeling at the mercy of its inventiveness ,1
on the granger movie gauge of 1 to 10  the powerpuff girls is a fast  frenetic  funny  even punny 6  aimed specifically at a gradeschool audience  ,1
just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap thrills  ,0
might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention ,0
does leblanc make one spectacularly uglylooking broad  but he appears miserable throughout as he swaggers through his scenes  ,0
when compared to the usual  more somber festival entries  davis  highly personal brand of romantic comedy is a tart  smart breath of fresh air that stands out from the pack even if the picture itself is somewhat problematic  ,1
offers an exploration that is more accurate than anything i have seen in an american film  ,1
will no doubt rally to its cause  trotting out threadbare standbys like  masterpiece  and  triumph  and all that malarkey  ,1
just consider what new best friend does not have  beginning with the minor omission of a screenplay  ,0
sweet home alabama is nt going to win any academy awards  but this datenight diversion will definitely win some hearts ,1
for all the charm of kevin kline and a story that puts oldfashioned values under the microscope  there s something creepy about this movie  ,1
the one thing that holds interest in the midst of a mushy  existential exploration of why men leave their families ,0
if the film s vision of sport as a secular religion is a bit cloying  its throughline of family and community is heartening in the same way that each season marks a new start  ,1
because there is no earthly reason other than money why this distinguished actor would stoop so low ,0
is surprisingly brilliant  deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing headtrip ,1
 why bother with a contemptible imitator starring a  snl  hasbeen acting like an 8yearold channeling roberto benigni ? ,0
though unfortunately all the story gives us is flashing red lights  a rattling noise  and a bump on the head ,0
better acted  and far less crass  than some other recent efforts in the burgeoning genre of films about black urban professionals ,1
s a shame that the storyline and its underlying themes  finally seem so impersonal or even shallow ,0
insomnia is one of the year s best films and pacino gives one of his most daring  and complicated  performances  ,1
a superfluous sequel  plagued by that old familiar feeling of  let s get this thing over with  : everyone has shown up at the appointed time and place  but visible enthusiasm is mighty hard to find  ,0
imagine anybody ever being  in the mood  to view a movie as harrowing and painful as the grey zone ,0
s also nice to see a movie with its heart so thoroughly  unabashedly on its sleeve ,1
is a subzero version of monsters  inc  without the latter s imagination  visual charm or texture  ,0
whether it s the worst movie of 2002  i ca nt say for sure : memories of rollerball have faded  and i skipped country bears ,0
this slight premise  works because of the ideal casting of the masterful british actor ian holm as the aged napoleon  ,1
is quite possibly the sturdiest example yet of why the dv revolution has cheapened the artistry of making a film  ,0
to be a hollywood satire but winds up as the kind of film that should be the target of something ,0
that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure ,1
nicole holofcener s lovely and amazing  from her own screenplay  jumps to the head of the class of women s films that manage to avoid the ghetto of sentimental chickflicks by treating female follies with a satirical style  ,1
 he might have been tempted to change his landmark poem to   do not go gentle into that good theatre   ,0
extends to his supple understanding of the role that brown played in american culture as an athlete  a movie star  and an image of black indomitability ,1
ca nt shake the feeling that crossroads is nothing more than an hourandahalflong commercial for britney s latest album ,0
with tiny little jokes and nary an original idea  this sappy ethnic sleeper proves that not only blockbusters pollute the summer movie pool  ,0
he s just a sad aristocrat in tattered finery  and the film seems as deflated as he does ,0
goes easy on the reel/real world dichotomy that  jaglom  pursued with such enervating determination in venice/venice  ,1
dogtown & zboys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of james dean  ,1
 rises  above its ohsohollywood rejiggering and its conventional direction to give the film a soul and an unabashed sense of good oldfashioned escapism ,1
an intelligent  multilayered and profoundly humanist  not to mention gently political  meditation on the values of knowledge  education  and the ,1
as is often the case with ambitious  eager firsttime filmmakers  mr murray  a prolific director of music videos  stuffs his debut with more plot than it can comfortably hold  ,0
that i think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british ,0
succeed in producing that most frightening of all movies  a mediocre horror film too bad to be good and too good to be bad ,1
improvise and scream their way around this movie directionless  lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen ,0
for all its visual panache and compelling supporting characters  the heart of the film rests in the relationship between sullivan and his son  ,1
 the film  directed by joel zwick  is heartfelt and hilarious in ways you ca nt fake  ,1
give us a reason to be in the theater beyond wilde s wit and the actors  performances ,0
has done is proven that no amount of imagination  no creature  no fantasy story and no incredibly outlandish scenery ,0
an older cad instructs a younger lad in zen and the art of getting laid in this prickly indie comedy of manners and misanthropy  ,1
presenting backstage bytes of information that never amount to a satisfying complete picture of this particular  anciently demanding mtier ,0
skins has a desolate air  but eyre  a native american raised by white parents  manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor ,1
never succumbs to the trap of the maudlin or tearful  offering instead with its unflinching gaze a measure of faith in the future  ,1
it is supremely unfunny and unentertaining to watch middleage and older men drink to excess  piss on trees  bs one another and put on a show in drag ,0
this fascinating experiment plays as more of a poetic than a strict reality  creating an intriguing species of artifice that gives the lady and the duke something of a theatrical air  ,1
letting its imagery speak for it while it forces you to ponder anew what a movie can be  ,1
that hinges on the subgenre s most enabling victim  and an ebullient affection for industrialmodel meat freezers ,0
the film does a solid job of slowly  steadily building up to the climactic burst of violence  ,1
it s such a mechanical endeavor  that  it never bothers to question why somebody might devote time to see it  ,0
a gently funny  sweetly adventurous film that makes you feel genuinely good  that is to say ,1
ca nt disguise the fact that it s inauthentic at its core and that its story just is nt worth telling  ,0
who willingly walk into the nightmare of war not only to record the events for posterity  but to help us ,1
that works both as a detailed personal portrait and as a rather frightening examination of modern times ,1
the gifted crudup has the perfect face to play a handsome blank yearning to find himself  and ,1
there s a scientific law to be discerned here that producers would be well to heed : mediocre movies start to drag as soon as the action speeds up ,0
lasker s canny  meditative script distances sex and love  as byron and luther  realize they ca nt get no satisfaction without the latter  ,1
the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper s agency boss close in on the resourceful amnesiac  we do nt feel much for damon/bourne or his predicament ,0
are nt too many films that can be as simultaneously funny  offbeat and heartwarming  without a thick shmear of the goo  at least  ,1
naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation ,1
creates a portrait of two strong men in conflict  inextricably entwined through family history  each seeing himself in the other  neither liking what he sees ,1
s as rude and profane as ever  always hilarious and  most of the time  absolutely right in her stinging social observations  ,1
stanley kwan has directed not only one of the best gay love stories ever made  but one of the best love stories of any stripe ,1
fuses the events of her life with the imagery in her paintings so vividly that the artist s work may take on a striking new significance for anyone who sees the film ,1
plays like a badly edited  91minute trailer  and  the director ca nt seem to get a coherent rhythm going ,0
not that any of us should be complaining when a film clocks in around 90 minutes these days  but the plotting here leaves a lot to be desired ,0
the bai brothers have taken an small slice of history and opened it up for all of us to understand  ,1
 the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues  ,0
it s not helpful to listen to extremist namecalling  regardless of whether you think kissinger was a calculating fiend or just a slippery selfpromoter  ,0
sit through a crummy  wannabehip crime comedy that refers incessantly to old movies  when you could just rent those movies instead  let alone seek out a respectable new one ,0
brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life s harshness  ,1
a startling story that works both as a detailed personal portrait and as a rather frightening examination of modern times ,1
take any 12yearold boy to see this picture  and he ll be your slave for a year ,1
s something to be said for a studioproduced film that never bothers to hand viewers a suitcase full of easy answers  ,1
to tell you how tedious  how resolutely unamusing  how thoroughly unrewarding all of this is  and what a reckless squandering of four fine acting talents ,0
real women have curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by ferrera and ontiveros  ,1
is still able to create an engaging story that keeps you guessing at almost every turn ,1
yakusho  as always  is wonderful as the longfaced sad sack  and his chemistry with shimizu is very believable  ,1
the experience of actually watching the movie is less compelling than the circumstances of its making  ,0
the little nuances that perhaps had to escape from director mark romanek s selfconscious scrutiny to happen  ,0
the movie s biggest shocks come from seeing former nymphette juliette lewis playing a saltoftheearth mommy named minnie and watching slim travel incognito in a ridiculous wig no respectable halloween costume shop would ever try to sell  ,0
swear that you ve seen it all before  even if you ve never come within a mile of the longest yard ,0
the only camouflage carvey should now be considering is a paper bag to wear over his head when he goes out into public  to avoid being recognized as the man who bilked unsuspecting moviegoers  ,0
s painful to watch witherspoon s talents wasting away inside unnecessary films like legally blonde and sweet home abomination  i mean  alabama  ,0
offers a cleareyed chronicle of a female friendship that is more complex and honest than anything represented in a hollywood film ,1
when he moves his setting to the past  and relies on a historical text  he loses the richness of characterization that makes his films so memorable ,0
 nor are the uneven performances by the cast members  who seem bound and determined to duplicate bela lugosi s nowcliched vampire accent  ,0
unpleasant debate that s been given the drive of a narrative and that s been acted out ,0
scotland looks wonderful  the fans are often funny fanatics  the showdown sure beats a bad day of golf  ,1
feels as immediate as the latest news footage from gaza and  because of its heightened  wellshaped dramas  twice as powerful  ,1
aspires to the cracked lunacy of the adventures of buckaroo banzai  but thanks to an astonishingly witless script ends up more like the adventures of ford fairlane  ,0
just about more stately than any contemporary movie this year  a true study  a film with a questioning heart and mind that is nt afraid to admit it ,1
are limited and so embellished by editing that there s really not much of a sense of action or even actioncomedy ,0
an interesting look at the life of the campaigntrail press  especially ones that do nt really care for the candidate ,1
did no one on the set have a sense of humor  or did they not have the nerve to speak up ,0
the evocative imagery and gentle  lapping rhythms of this film are infectious  it gets under our skin and draws us in long before the plot kicks into gear ,1
the corporate circus that is the recording industry in the current climate of mergers and downsizing ,0
if you can read the subtitles  the opera is sung in italian  and you like  masterpiece theatre  type costumes  you ll enjoy this movie  ,1
will dip into your wallet  swipe 90 minutes of your time  and offer you precisely this in recompense : a few early laughs scattered around a plot as thin as it is repetitious  ,0
is enriched by an imaginatively mixed cast of antic spirits  headed by christopher plummer as the subtlest and most complexly evil uncle ralph i ve ever seen in the many film and stage adaptations of the work  ,1
this quietly lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders  desperate for work and food  ,1
 lee  treats his audience the same way that jim brown treats his women  as dumb  credulous  unassuming  subordinate subjects  ,0
 the new thriller proves that director m night shyamalan can weave an eerie spell and that mel gibson can gasp  shudder and even tremble without losing his machismo  ,1
has more in common with a fireworks display than a movie  which normally is expected to have characters and a storyline  ,0
a time machine  a journey back to your childhood  when cares melted away in the dark theater  ,1
there are many definitions of  time waster  but this movie must surely be one of them ,0
the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product ,0
 the film unfolds with all the mounting tension of an expert thriller  until the tragedy beneath it all gradually reveals itself  ,1
miyazaki has created such a vibrant  colorful world  it s almost impossible not to be swept away by the sheer beauty of his images  ,1
nicole holofcenter  the insightful writer/director responsible for this illuminating comedy does nt wrap the proceedings up neatly but the ideas tie together beautifully  ,1
boils down to a transparently hypocritical work that feels as though it s trying to set the women s liberation movement back 20 years ,0
from philippe  who makes oliver far more interesting than the character s lines would suggest  and sarandon  who could nt be better as a cruel but weirdly likable wasp matron ,1
is so contrived  nonsensical and formulaic that  come to think of it  the dayold shelf would be a more appropriate location to store it ,0
an undeniably moving film to experience  and ultimately that s what makes it worth a recommendation  ,1
a complex psychological drama about a father who returns to his son s home after decades away  ,1
borrows a bit from the classics  wait until dark  and  extremities   but in terms of its style  the movie is in a class by itself  ,1
the players it brings to the fore for the gifted but nononsense human beings they are and for the stillinestimable contribution they have made to our shared history ,1
the movie itself is far from disappointing  offering an original take on courtroom movies  a few nifty twists that are so crucial to the genre and another firstrate performance by topbilled star bruce willis  ,1
horns and halos benefits from serendipity but also reminds us of our own responsibility to question what is told as the truth  ,1
check your brain and your secret agent decoder ring at the door because you do nt want to think too much about what s going on ,0
the production has been made with an enormous amount of affection  so we believe these characters love each other ,1
girls ca nt swim represents an engaging and intimate first feature by a talented director to watch ,1
i d be hard pressed to think of a film more cloyingly sappy than evelyn this year  ,0
on humor that is not even as daring as john ritter s glory days on three s company ,0
a film which presses familiar herzog tropes into the service of a limpid and conventional historical fiction  when really what we demand of the director ,0
beautifully crafted and brutally honest  promises offers an unexpected window into the complexities of the middle east struggle and into the humanity of its people  ,1
entirely appropriately  the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn  ,1
do nt let the subtitles fool you ; the movie only proves that hollywood no longer has a monopoly on mindless action  ,0
injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater ,1
so purely enjoyable that you might not even notice it s a fairly straightforward remake of hollywood comedies such as father of the bride  ,1
 get a sense of good intentions derailed by a failure to seek and strike just the right tone  ,0
the gentle comic treatment of adolescent sturm und drang should please fans of chris fuhrman s posthumously published cult novel  ,1
it is most remarkable not because of its epic scope  but because of the startling intimacy it achieves despite that breadth  ,1
interview with the assassin is structured less as a documentary and more as a found relic  and as such the film has a difficult time shaking its blair witch project realtime roots ,0
it ai nt art  by a long shot  but unlike last year s lame musketeer  this dumas adaptation entertains  ,1
like the tuck family themselves  this movie just goes on and on and on and on ,0
while the movie is slightly less successful than the first  it s still a rollicking good time for the most part ,1
i know i should nt have laughed  but hey  those farts got to my inner nineyearold ,1
the story of trouble every day  is so sketchy it amounts to little more than preliminary notes for a sciencefiction horror film ,0
less the cheap thriller you d expect than it is a fairly revealing study of its two main characters  damagedgoods people whose orbits will inevitably and ,1
remove spiderman the movie from its red herring surroundings and it s apparent that this is one summer film that satisfies  ,1
300 years of russian history and culture compressed into an evanescent  seamless and sumptuous stream of consciousness  ,1
impresses as a skillfully assembled  highly polished and professional adaptation  just about as chilling and unsettling as  manhunter  ,1
s something of the ultimate scorsese film  with all the stomachturning violence  colorful new york gang lore and other hallmarks of his personal cinema painted on their largestever historical canvas  ,1
director tom dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut shanghai noon  ,1
suspects that craven endorses they simply because this movie makes his own look much better by comparison ,0
benevolent deception  which  while it may not rival the filmmaker s period pieces  is still very much worth seeing ,1
it s better suited for the history or biography channel  but there s no arguing the tone of the movie  it leaves a bad taste in your mouth and questions on your mind  ,0
this humbling little film  fueled by the light comedic work of zhao benshan and the delicate ways of dong jie ,1
it would be rendered tedious by avary s failure to construct a story with even a trace of dramatic interest  ,0
about as exciting to watch as two lastplace basketball teams playing one another on the final day of the season  ,0
the film is impressive for the sights and sounds of the wondrous beats the world has to offer  ,1
dazzling panoramic shots that make the most of the largescreen format  before swooping down on a string of exotic locales  scooping the whole world up in a joyous communal festival of rhythm ,1
spliced together bits and pieces of midnight run and 48 hours  and  for that matter  shrek  ,0
about this traditional thriller  moderately successful but not completely satisfying  is exactly how genteel and unsurprising the execution turns out to be  ,0
has hugely imaginative and successful casting to its great credit  as well as one terrific score and attitude to spare  ,1
it s as if a bored cage spent the duration of the film s shooting schedule waiting to scream :  got aids yet ?  ,0
it s rare that a movie can be as intelligent as this one is in every regard except its storyline ; everything that s good is ultimately scuttled by a plot that s just too boring and obvious ,0
works smoothly under the direction of spielberg  who does a convincing impersonation here of a director enjoying himself immensely  ,1
feels as immediate as the latest news footage from gaza and  because of its heightened  wellshaped dramas  twice as powerful ,1
aspires to be more than another  best man  clone by weaving a theme throughout this funny film ,1
in painting an unabashedly romantic picture of a nation whose songs spring directly from the lives of the people ,1
though this saga would be terrific to read about  it is dicey screen material that only a genius should touch  ,1
in the tiny events that could make a person who has lived her life halfasleep suddenly wake up and take notice ,1
the acres of haute couture ca nt quite conceal that there s nothing resembling a spine here ,0
 when the now computerized yoda finally reveals his martial artistry  the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside  ,1
a creepy  intermittently powerful study of a selfdestructive man  about as unsettling to watch as an exploratory medical procedure or an autopsy  ,1
to what is almost certainly going to go down as the worst  and only  killer website movie of this or any other year ,0
is enough originality in  life  to distance it from the pack of paintbynumber romantic comedies that so often end up on cinema screens ,1
is a visually stunning rumination on love  memory  history and the war between art and commerce  ,1
godard s ode to tackling life s wonderment is a rambling and incoherent manifesto about the vagueness of topical excess  in praise of love remains a ponderous and pretentious endeavor that s unfocused and tediously exasperating ,0
there must be an audience that enjoys the friday series  but i would nt be interested in knowing any of them personally  ,0
continues to cut a swathe through mainstream hollywood  while retaining an integrity and refusing to compromise his vision  ,1
filling nearly every minute  with a lighthearted glow  some impudent snickers  and a glorious dose of humankind s liberating ability to triumph over a scrooge or two ,1
is as deep as a petri dish and as wellcharacterized as a telephone book but still ,0
i was amused and entertained by the unfolding of bielinsky s cleverly constructed scenario  and greatly impressed by the skill of the actors involved in the enterprise  ,1
this marvelous documentary touches  ever so gracefully  on the entire history of the yiddish theater  both in america and israel  ,1
