sentence,label
"i sent it back , as i think that the speed control is either poorly designed or defective",negative
it has a cardboard slip cover with a nice layered box casing inside,positive
"the zooming lever is shaky , i hope it does not operate mechanically , otherwise you ' ll feel uneasy",negative
"the build quality feels solid , it does n ' t shake or whine while playing discs , and the picture and sound is top notch ( both dots and dd5 1 sound good )",positive
and man i had to work to put my chinese songs on the player because i had the actual chinese names of the songs as the title,negative
"as far as linksys goes , i have used several of their products and they seem to hold up well no problems",positive
no way to contact their customer service,negative
"the battery life is ok , but can be somewhat short when working a lot with the monitor on",positive
"3 ) with mediasource being so easy , i found no use for the bundled nomad explorer software",negative
"great sound , very long battery life ( i routinely play it for 12 hours ) , very fast recharges rate , removable battery , storage size , nice screen , firmware updates , and great price",positive
"not a killer problem , but not well done , either",negative
"bought the 30gb xtra a couple of weeks ago , and so far it has been excellent",positive
"another problem is that the latest 2 0 firmware upgrade moves you into windows media player 10 which seems to be very , very slow for downloads charging 2",negative
my brother had an old linksys b band wireless router in his home and it was like magic,positive
"the adjustment knob seemed ok , but when lowering the router , i have to practically pull it down while turning the knob",negative
"the power , low noise operation , and speed control makes up for the problems i have experienced",positive
the volume,negative
"i have about 6 gb used on my ipod so far ( well over 1000 songs ) , and as far as i can tell , all of them play at near cd quality",positive
"it does n ' t have firewire , not a real complaint since most windows users do n ' t generally have firewire cards themselves",negative
"i am able to carry it close to my body , in places where other phones are not so easily concealed",positive
") button sensitivity even reduced to the lowest sensitivity setting , the buttons are far two sensitive , really takes some getting use to , and even then , it is still too sensitive",negative
"great product , easy to use , economical , effective , absolutly fabulous",positive
the sliding latch is does not stay in place,negative
"the leather case it comes with is pretty nice , similar to a pda style case and does hold and protect it perfectly",positive
the sound is not loud enough when i play back the video clips on the camera,negative
it ' s slightly lighter than the g2 and packed with even more features,positive
"however after just one month my headphone jack was broken as a result of normal , every day use",negative
"i was an early purchaser of the wrt54g , and had a few problems with stability and speed finally , the march 03 firmware update has resulted in an excellent product !",positive
its quiet,negative
smooth plunging mechanism,positive
"from day one , we ' ve had hangups , crashes , glitches , continual reboots , long shutdowns due to cc app exe program running which is a norton program",negative
"also , i have not had trouble reading svcds that i created and br mp3 cds ( my old apex ad 1200 had trouble with these )",positive
the screen is easily scratched but if you have the warranty you should be able to swap it out,negative
the router works fine for both wired and wireless,positive
i have excellent hearing but the volume level on this phone is especially quiet,negative
one other plus is that napster now supports this device via their software,positive
"loading cds was somewhat time consuming , but i think it would have been with the ipod as well",negative
"of course , i was hesitant given the price , but i ' ve been extremely impressed since receiving it , and bought a second one as a christmas present for my parents",positive
"as of october , 2004 , these products are not working and i ' m ready to demand a refund from symantec",negative
"track , name , artist , album and genre is automatically retrieved via internet labeled , and properly categorized into the zen",positive
configuring it for a home network was almost impossible,negative
"it still fits in the palm of your hand , and it ' s not heavy",positive
"well , within 45 days the video output quit working ( both rca optic )",negative
"all in all , i believe this is arguably the best non slr digital camera on the market",positive
the main problem with the nomad jukebox zen xtra 30 gb is the software,negative
"slow syncro flash , macro infinity mode , etc",positive
i have noticed an odor ( one the i expected ! ) when unloading the diaper champ but at least you don ' t smell anything every time you use it,negative
"this camera has a cool stitch pictures feature , to find out more just log on to canon ' s website",positive
b ) the screen is hard to read the cover hides it an already annoying poorly lit display,negative
"when you learn how to change some settings , you can make the quality even better",positive
"2 the camera is so small that when you attach some lenses i have the 19mm wide angle wc e 68 , the optical viewfinder is partially obscured",negative
your choice of ten colors in a beatiful package,positive
the controls are much inferior to the simple ipod ones,negative
why bother when it works perfectly with media player 10 ?,positive
"the back of the ipod is in a chrome finish , and this surface is prone to scratches",negative
"it was easy to assemble , and the diapers fit perfectly into the little nook before they make their way into the pail portion",positive
i also did n ' t like the way it displayed information way down into the screen when you are in zoom mode,negative
the built in fm radio is excellent for people traveling by public transport,positive
the installation software cd crashed repeatedly,negative
"i found best results in most situation with manual center auto focus , manual mode , iso 100 ( shorter aperture time , so more often sharper images as with iso 50 ) , auto white balance ( auto white balance is better than of the other canon cameras i have and they already do very well )",positive
"only 1 problem , no accessories yet",negative
"sunset feature takes incredible pics in the morning , and the evening !",positive
you can set the optical zoom before shooting and than while shooting video adjust a digital zoom in and out however due to the cameras light weight camera shake is a problem to contend with,negative
the price performance looked just right,positive
"second might be a problem i might have with my pc but not too sure , when the player is connected on the usb and i start playing on it and also using the windows explorer , it sometimes pauses by itself and tries to synchronize with the pc during play , which is a bit irritating",negative
overall i like the unit,positive
"one more thing , the default ringtones that come with the phone are horrible",negative
the included earpiece is very comfortable and easy to use,positive
"rather than creating a directory for bookmarks to be found in one area , the user must actually find the track where the bookmark was made",negative
i ' ve had this phone for almost a year now and it has been nothing but great to use,positive
"if you hold down the scroll wheel too long ( which is common if you have a lot of songs to sort through ) , it will get stuck rapidly going through the songs and wo n ' t stop until several seconds after you let your finger off of it",negative
"nikon 4300 , i feel , is the best camera out there for the features and price",positive
"some movies it played yesterday , it wo n ' t play today",negative
"overall , the micro is a solid device and i haven ' t fell into a problem with it yet knocks on wood",positive
the only problem i have is with the handle you use to open the top compartment,negative
the phones are awesome,positive
finally you will read a post somewhere that all codes are useless for the apex 2600,negative
the m12v has been great,positive
i am bored with the silver look,negative
this is a perfect blend to accomplish both tasks,positive
it did also seem to have a strong new electronics smell for some time,negative
the great and versatile ipod,positive
"after 10 years , i now downloaded mccaffee ' s product after calling their support they answered quickly , and for free , and were very helpful",negative
"the hitachi m12v is a dream to work with , smooth starts , adjustable speeds , micro adjustable depth , and plenty of power to spare",positive
they have the worst service of any of the major companies,negative
the loud speaker function on the 6610 is great because you do n ' t need to put your phone right next to your ear to talk,positive
"unfortunately , linksys does not write the best documentation",negative
but at least you re starting with the most photo realistic images ive ever seen from a camera,positive
"the only downside i have found with this phone is that it is a bit slow to react , meaning when i push the contacts button , it takes a while to load , this is true for almost all the menus and programs on the phone",negative
"i thought i ' d have to buy a set of headphones to use with it , but the included earbuds work quite well",positive
"after consulting with creative ' s customer support , they determined that the hard drive was broken and the only recourse was to send it in for repair , which would cost me 40 , since it ' s past the 90 day warranty ( pretty short warranty )",negative
"this radio receives fairly decent reception but not nearly as good as a normal radio , but as long as the stations are coming in clearly the phone ' s radio should work perfectly",positive
purchased the ad 2600 about a month ago and have had numerous problems with it,negative
the scene mode works well for the remainder of shots that are not going to be in a regular setting,positive
my fingers are kind of stubby so it took a while to learn how to hit a key without hitting the adjacent ones,negative
large easy readable screen,positive
"all in all , trying to save some money on this player resulted in me shelling a great deal more when i purchased a much nicer dvd vcr combo player to make up for blazing creepiness of this very embarassing gift",negative
"if you want a sharp looking , fast digital camera and you don ' t need or want manual controls , then this is the camera for you !",positive
"so , you might inquire , why don ' t they make it a first priority to carefully , simply explain how download music from your music library to their device ? ? ? this seems academic to me",negative
perfect size ! beats the competition by leaps and bounds,positive
my jpeg pictures are viewable ( not so sharp and vivid ) on my 27 screen but seem not as clear as when i view them on my 17 monitor,negative
3 ) the joystick design they are using on the new nokias gives you a great degree of control,positive
"although the sound quality is good , it takes more than good sound on a portable mp 3 player to result in a good product",negative
"while i am not happy that a solid state device died after such a short period of time , my quick review of this product space did not yield any other brands that seem much better than linksys",positive
"first off , the battery",negative
the player is intuitive and outputs great sound quality,positive
too bad they don ' t mention anything about how the cd can ' t be used with a mac,negative
"by no means do you have to be a tech junkie to be able to install it , just be able to put a cd in the computer and it tells you what to do",positive
"the outlook syn ch only works for non recurring appointments , which personally is very annoying to me but probably wont be to most people",negative
"i researched and researched between getting the canon s20 or the canon s100 , and of course i got the latter !",positive
"the number buttons are crammed into a 3x4cm area , the fonts are small , the interface is too convoluted and frustrating , it ' s not that customizable as well",negative
"overall build quality , good macros results , impressive video quality , good pictures with flash ( good colours , sharp results ) , excellent auto white balance",positive
"start up , log off , log on everything became very slow",negative
"its ability to record radio is useful as well , but would have been more so if it could be preset",positive
"it was immediately noticeable that nis slows down my computer ( pent4 , 256 ram )",negative
"battery life is exceptional , lasting longer than the 8 10 hours that seem reasonable with most music players on the market",positive
"being a past norton customer , i consider this to be a slap to my face",negative
the sound is very nice,positive
"unfortunately , the player would not read any of my region one dvds even though they were not damaged in any way",negative
very good balance in the hands and lighter than most 3 1 4 hp models,positive
wo n ' t play a lot of discs,negative
the interface works great,positive
i give it 4 stars only because the installation process or rather problems that may surface during the installation process can be frustrating to the average computer user,negative
i did n ' t read a thing about how to operate it it was just intuitive,positive
fm receiver it has none,negative
"whichever it may be , i ' m happy i ' ve made this purchase",positive
"one drop from a pocket or desktop , and it ' d be a goner",negative
"to keep it short , this is cheaper , and in my opinion a better choice than an ipod",positive
the remote is flimsy feeling and awkward to use,negative
the photo quality is amazing and i know i ' m going to have fun with all the features,positive
"i ' ve read about the issues with the scroll bar , but they must have taken care of that now",negative
with the champ all you had to do was drop the dirty diaper into the opening and flip the lid,positive
"the one and most major thing that i was disappointed with , in this player , is the battery life",negative
look at the size of it !,positive
since zen does not have an external antenna it has some problems catching weak signals but it works,negative
the smooth operation variable speed and a set of good masada bits will provide just the right combination for great predictable results,positive
each of the 4 lasted less than six months,negative
the total price with delivery ( free shipping ) was 135 !,positive
"i say adequate because it was enough to get wireless working , but nowhere near enough instruction to do the proper configuration job that i could have done if so !",negative
"not only is it much more cost effective ( you can use regular trash bags rather than refills at 5 a pop ) , it is easier to use and clean , and has a larger capacity",positive
apex does n ' t answer the phone,negative
"i ' ve taken about hundred shot with the canon , in varying lighting situations , all in auto mode , and not one blurry picture ! ! !",positive
"4 my idea was that it was an all in one , and that theory once again proves wrong , this phone ex cells at nothing , less than average in everything , if you seriously need any of the other than phone functionalists , you ' ll be disappointed if you have lots of money and bought it for the love of gadgets then fine but don ' t expect to get much done",negative
the quality is superb,positive
same story as everybody else when trying to get service from apex nothing,negative
i have a tendency to do quite a bit of research before i drop money on a tool and everyone i talked to loved this router,positive
"unfortunately i bought a player because the ps2 could n ' t play all my dvds , and now the player can ' t play everything",negative
enjoy,positive
i ' ve tried leaving questions on their site never to have them answered,negative
"the pictures are beautiful , and the camera is so small you can carry it anywhere",positive
"unfortunately , the touch pad issues non intuitive and poor instruction guide killed it",negative
when the router is working it is a very nice machine for the money,positive
"i purchased two of these players for christmas gifts , and both were bad",negative
the zen offered a great alternative,positive
only then did i learn the truth this phone does not work with palm pdas !,negative
"you can create playlists , drag drop songs and playlists to your player , and rip directly from cd to your player",positive
"also , their t zones , although cheap ( 4 99 mo ) never works",negative
"with my sennheiser 497 headphones , the volume is loud enough at 12 ( max is 20 )",positive
"while the software may not be as easy as i tunes , it is not difficult to use by any stretch",negative
i am happy with the fact that i can use any bag in there and dont ' have to pay out the nose for replacements,positive
there are 2 things that need fixing first is the battery life it will run for 6 hrs without problems with medium usage of the buttons,negative
1 ) price gb of storage,positive
i am seriously considering purchasing another wrench and just not using the sliding wrench which comes on the router,negative
"i expected the 12x digital zoom to be grainy , but on full size high to fine quality , the zoomed images are quite impressive",positive
"the phone has a few minor inconveniences , but only because it lacks those features , bluetooth and high spend internet , but there are very few problems with things that you expected this phone to do",negative
"if you bring up an album , but absolutely hate some of the tracks , the zen will allow you to delete that from the playing order",positive
"i ' m convinced by my own experience and that of many other people who have posted here who have had the same experience that the product is defectively designed , and will not hold up to normal use",negative
"i love having the option to manually control the f stop , shutter speed and even focus",positive
this thing is trash,negative
"so far it has been very durable ( other than the little pads on the earbuds ) , but those aren ' t really necessary as i find them comfortable on their own",positive
"i try navigating using the player ' s built in menu , and it still would n ' t work !",negative
have had the nokia 6600 for a year now and am generally very happy with it and with t mobile,positive
"to make matters work , there is no manual override to overcome this problem",negative
"although it has chubby hips , the device isn ' t really so big",positive
"first of all , i ' ve never been big on earbuds they ' re just not that comfortable",negative
i love the camera,positive
"the headphone jack gave out after only a couple weeks of use , and the stock earbuds were replaced same day with some high end sony ' s i ' d been having",negative
without a doubt the finest looking apex dvd player that i ' ve seen,positive
"i had tried to uninstall norton internet security a few weeks ago , and it wouldn ' t let me do that either",negative
"it gives you the most bang for your buck , period",positive
"the menu options are uncreative , as you can ' t see a full screen of menu items to pick from you have to scroll up and down to find what you ' re looking for ( yes , this is minor , but not when you ' re trying to keep your eye on the road ! )",negative
"i chose this one because from what i read , it was the best deal for the money",positive
software is absolutely terrible,negative
so reliability is the winner here for the ipod,positive
"if there were any complaints i have , they are marginal , but one is apples ' proprietary set up for music files , their incompatibility with other music services ( i e napster ) is down right wrong",negative
even did while daughter sleep and no noise !,positive
"however , it is much bigger , bulkier , and heavier than my other router and i would not like to use it freehand ( i keep it mounted in a table )",negative
"the hitachi has plenty of power , runs smooth , and cuts effortlessly through maple ( with freud bits ! )",positive
"with the plunge lift all my bit changing has been done above the table , although i still have to reach below the table to operate the spindle lock ( and , of course , the speed and on off controls )",negative
after nearly 800 pictures i have found that this nikon takes incredible pictures,positive
"for one thing , the diapers always get jammed in it",negative
reviews for sound quality are generally ( but not universally ) positive,positive
"unfortunately , this digital moment capturing device called the g3 sometimes captures the moment after the one you wanted",negative
"i was looking for a phone which synced with mac osx using bluetooth , had decent battery life , could check email , had good reception , nice screen size and was durable ( i break often break small gadgets )",positive
"yes , there is a belt clip , but that doesn ' t hold the extra battery and usb cable",negative
"apart from speed , the signal is consistent and works without interruptions , etc",positive
poor visibility on the keys,negative
"its stable , so a curious toddler can ' t easily tip it over",positive
"if you currently own the 2003 version , and are looking to upgrade to the 2004 version , don ' t",negative
"the nokia 6610 is a relatively new phone , and what a great phone it is",positive
booting up my computer took forever ! ! !,negative
the phone is sturdy,positive
"sometimes when you press buttons , the menu appears after a second or two",negative
"also , it takes any kitchen sized trash bag , so there is no special bag to stock",positive
i have not even used my new dvd player and already i am disappointed !,negative
"awesome for the newbie , though i personally like to fasten every bolt myself",positive
"i ' ve been bothered by blown out highlights on the s330 , and the g3 seems to do only slightly better",negative
"remember , this phone uses an operating system symbian and it ' s feature rich w 65k colors",positive
1 ) a spare battery would have been great,negative
"it is small overall , bigger than the ipod , but keep in mind that this is because different , less expensive but not necessarily inferior technology is used in the zx",positive
the front cover can pop off easily but i always have mine in the case so i did n ' t notice after first day,negative
high quality video and pictures rock !,positive
i thought it was kind of steeply priced at that time,negative
the lcd screen pulls out and rotates in any direction for easy pictures,positive
it is not reliable,negative
i thought the software was decent enough it was n ' t complicated to learn at all,positive
there was neither picture nor sound,negative
"so i can ' t tell you if diaper champ will be as good at containing the formula generated poop smell , but it ' s excellent at containing the smell of poop of my breastfed baby !",positive
"it just tells you to start disconnecting and attaching cables without any input as to whether your current setup includes a pre existing router ( mine does ) , without any clarity as to whether you should be running the wizard on a hard wired pc or a wireless equipped pc",negative
"best camera ever from the image quality , color , function , i can say almost everything",positive
"buttons size is ok for me , my wife , but not my granny",negative
it is small enough to fit easily in a coat pocket or purse,positive
"i simply hate symantec i swear , if i could have physically ripped that software out of my computer with my bare , bleeding hands , i would have",negative
the diaper champ is the best we found !,positive
"if someone asked me flat out , i ' d say to go woth something else",negative
i have no problem using itunes with the zen micro ( in a makeshift sorta way ),positive
this process can be very annoying and unsafe when you are driving a stick shift on the highway,negative
i first used the router in the free hand mode and liked it a lot,positive
"i ' m going to try to get a refund but considering all the hoops i jumped through ( emails , downloads , reboots , a purge and another download , plus reading through the help menu ) a refund should be twice as frustrating",negative
recent price drops have made the g3 the best bargain in digital cameras currently available,positive
it still smelled,negative
this one is full of features ( has bluetooth ),positive
there is no way you can talk with customer care about this,negative
"despite the things that i have listed so far , i could live with this item since it saves me from lugging a cd case to work , to the gym , in the car , etc",positive
the product also leaves a faint smell in the room,negative
i have less money invested in the router table and dual routers than i would have if i had purchased a single cheap reliant sharper,positive
"the build quality shows why its so cheap small scratches on the base plate , something that you would n ' t see on a sony and an overall plastic feel",negative
"the more i use it and figure out how to do things , the more i like it",positive
among its weak points is the mmc slot location and a bit vague design,negative
ripping your songs and creating playlists could n ' t be any easier,positive
multiple users on one machine never seemed to behave like you ' d expect,negative
and it is extremely well priced for what you ' re getting,positive
i can only hear the sound but no picture !,negative
i purchased the nomad jukebox zen xtra 40gb and it is fantastic !,positive
"i have used norton for the past 5 years and for the last 2 years , the software has gotten more and more disgraceful",negative
hitachi ' s m12v is a big beast of a router,positive
on several different occasions it has displayed no disc with a disc inside,negative
i found the controls very intuitive and learned how to maneuver through the menus quickly,positive
"8 buttons are little , but if you have steady fingers and deal ed with a casio worst calculator watch , you can deal with almost anything",negative
"along the way we compared it to my wife ' s t720i and the 6600 was superior in terms of battery life , connectivity bars and features",positive
"3 the picture editing software it came with is adequate , but not very robust",negative
itunes can be downloaded from the enclosed cd or for free from the apple site,positive
it also does n ' t have voice activated dialing big minus ! !,negative
but this by far is the best phone out there right now !,positive
it sometimes takes the picture at some indefinite period of time after you press the shutter button,negative
this model appears to be especially good,positive
"then my dvds would stop playing in the middle , or not even be read at all",negative
i love the quality of the pictures,positive
it was ( i sold it after a few months ) too expensive for the shots that i got,negative
"10 ) multiple play modes tracks in order of album , shuffle , etc , is standard on all jukebox players but worth noting that the zen xtra is not deficient in this matter",positive
dont rely on t mobile rebates,negative
"it ' s overkill for simple snapshots , unless you ' ve got way too much money to blow",positive
"short warranty ( 3 months , so i got the extended warranty at best buy ) , occasional freeze up ( easily fixed by popping out battery ) , somewhat flimsy navigation wheel",negative
sound settings can be adjusted for personal preference,positive
i tried e mailing apex and they come back saying undeliverable,negative
"if you use linux and want gr ps and or want to use a handsfree bluetooth device , and want a decent camera this is the phone for you",positive
"( ) like most soho routers , it has nearly non existant logging",negative
you can record your voice and turn it into a ringtone,positive
very bad quality,negative
"i am stunned and amazed at the quality of the raw images i am getting from this g3 ( in conjunction with my professional flash system ) , and can easily put up with the cameras limitations , because ive never seen anything better within its resolution limits",positive
the ipod is overly sensitive to just about everything and gets scratched easily,negative
"it holds quite a few diapers , and pops them in quickly and easily",positive
i found that low light situations combined with any sort of action left this camera in the dust,negative
"the router has plenty of power for any type of bit or wood i need to cut , and the speed control knob is easy to get to",positive
the fine adjustment knob which came with the router was very difficult to use on a router table,negative
"also , the touchpad seems to be waterproof to some degree",positive
the software sucks,negative
8 connected the phone to my tablet pc and now can access company von at 56k speed via bluetooth,positive
"i was up all night trying to make the stupid thing work , to no avail",negative
i have to say that i am very happy with it so far,positive
they have a whole bunch of devices that all have the same sounding name ( and they are long ),negative
"luckily , with 3 rebates this product will cost me nothing ! it is indeed worth nothing",positive
"my fast forward button works , but it takes a little extra pressure on it to make it go",negative
i am very pleased with this product and the price to match and have n ' t had any problems,positive
"after some research on the net , i discovered that there is indeed a flaw with the current wrt54g design ( wrt54g , version 3 , which amazon currently sells )",negative
you do get 1 more gb than an ipod mini,positive
"our norton internet av 2004 was terrible right from the get go , so i ' d think that if steelworks is ok now , it should remain ok",negative
"the rate plans are also very good , at least for me",positive
this unit was working fine for the 1st month and a half and then the color signal disappeared,negative
"feature for feature , i find it a very sweet little player equipped with a higher end headphone system , between this and th larger zen hardly use my home stereo system anymore",positive
they really are awfully small,negative
"2 take around 10 , 000 640x480 pictures",positive
this item broke just two weeks after i gave it to my kids for christmas,negative
the canon g3 gives tons of control for photo buffs but still has an auto mode that makes it very easy for the novice to use,positive
"the environmental audio , however , is almost completely useless and has made most of my songs sound worse than without it ( i encode my songs at 192 256 kbps without variable bit rates )",negative
all in all suprisingly easy to use,positive
"this is definitely one of those products , especially as the company is leaning more towards making a profit",negative
it feels tiny in the hand without it,positive
"the keypad is a decent size , but the power on off key is small and difficult to press",negative
memory storage seemingly boundless,positive
2 ) scroll button switch,negative
nokias have always had good sound quality and this is no exception,positive
"not playing some dvds and then finally after less than 60 days , it just would not recognize anything i pop in it",negative
setup is totally breeze and linksys ' s web site is pretty easy to navigate,positive
now it will start smelling if you leave it with diapers in it for an extended period but all of them will !,negative
color screen is good,positive
"i have a modern pc with lots of speed and memory , but this firewall just brought it to a halt",negative
i just purchased this player and i have to say that i love it,positive
"the zoom goes up and down in magnification , which is nice , but there is always a display of the zoom size about one quarter of the way down from the top of the screen that interferes with viewing at most settings",negative
i ' m amazed at the photo quality prints are indistinguishable from 35mm prints,positive
i ' m probably the only person that dislikes the itunes software,negative
there are better cameras but none anywhere near as light and compact,positive
"and if you ' re a mac user like me , they ' ve naturally made sure you have no viable alternative",negative
"this is probably your best bet if you are looking for a phone in this price range , or like me , do not have the patience to deal with annoying flip phones",positive
the headphone jack seems to be a major problem,negative
"there are extra features packed inside this unit ( some that most will hardly ever use ) such as fm radio tuner , voice recorder , calendar , and alarm clock",positive
"all in all , the diaper champ serves its purpose , but it does not live up to its good reviews",negative
"recently bought this coolpix 4300 along with a 256mb ultra flash card as expected , i happily found that qualities of the picture are excellent with 3m 4m pixel fine combos and many of the user friendly functions are very similar to slr models , and with added convenience of a digital camera that you can see pictures immediately",positive
"but when we went to use it again , there was sound but no picture",negative
1 it has all the features an amatuer photo enthusiast would want,positive
"during install , nis would either freeze or not reboot properly when asked to do so",negative
"2 ) nice features , like web browser , camera , video recorder , speaker phone ( very usefully ) , clear voice reception",positive
"relative to what i can easily achieve with external flash on my nikon slr , the internal flash on the g3 produces harsh , flat images with ugly hot spots",negative
"after some consideration i chose the 40gb nomad zen xtra from creative , and i have not been disappointed",positive
cons breaks easily,negative
advanced photo bugs will find more creative control than imaginable,positive
user ' s guide doesn ' t cover a lot of important info that is covered on their website,negative
the best part of the firewall is the visual backtracking,positive
it is hot enough to be annoying,negative
"this phone has many other features , ir , just to name one , the features above i view as the most beneficial",positive
the menu pops up after 3 seconds the picture takes a while to load from its slow card memory,negative
it is a nice router in all ways but one,positive
) can ' t be left in the car it immediately shuts down with an overheating error if left in a hot car for too long,negative
i have stored 40 audio cds and i still have close to 2 8 gb free,positive
"even after all the nightmare sound problems , i ' d still half way like this product if it kept it ' s promise the ability to store 1500 songs",negative
"and it does an excellent job of keeping the odor contained , which the diaper genie never did !",positive
the unit itself did lock up a few times and i had to hit the reset button but that was a fairly painless process as well,negative
moving on to sound department it delivers !,positive
this product has virtually all the same installation problems,negative
it did play a dvd r which was unplayable in my older philips machine,positive
the touch pad does take a little getting used to,negative
4 ) one nice thing about nokias is that they have a ton of ring tone and game choices,positive
because steve jobs is a twisted individual and he made sure that he ruined this device by giving it an unrepeatable 18 month battery,negative
i recently had to run a 3 4 straight bit through hard maple to make a deep dado and was amazed that this machine didn ' t even slow down,positive
"the controls are somewhat harder to use , and there are some oddities about the software tagging system , but most people can live with this",negative
3 band and you can just change the sim card in it to be able to use it in europe with another service provider,positive
door broke after a month,negative
"everything , so far , has worked flawlessly",positive
i am annoyed that the player ' s not automatically recognized as a hard drive,negative
the radio and voice recording are nice,positive
"it feels like i ' m back to the days of 56k dial up internet service , even though i ' m running a dell 2ghz pentium 4 with 256mb memory and have had excellent broadband service for the past year",negative
"this camera is so light and tiny that i literally carry it everywhere with me , which is great considering i ' m an artist and like to capture interesting items for future painting",positive
"the controls are hard to manipulate , especially in the dark",negative
"this is my fourth linksys product and , aside from the rough start , i ' m very satisfied with this router",positive
whatever on to the negatives touchy about charging you can damage the battery and seriously decrease it ' s life if you don ' t upgrade the firmware or dont ' heed the advice to always plug in the player side of the cord before plugging in the outlet side,negative
im a more happier person after discovering the i p button !,positive
"2 ) the body construction buttons , casing , etc , are too plastic",negative
this phone is great as a whole and is not like others with one or two good qualities,positive
2 it takes a while for the camera to actually capture the photograph from the time you click the button and i have seen people becoming a little impatient waiting for the flash to glow,negative
i ' ve had no problems w this phone,positive
"software the software that comes along with it is not very intuitive but once you are used to it , it does the job well",negative
"it is much easier to fill and unload than the diaper genie , plus , why buy refills when you can use trash bags from the dollar store ?",positive
my file log was not responding and the program was not blocking any cookies or unauthorized sites,negative
i love this player and would probably go with creative labs again,positive
"the internet functions of the phone wap and gprs will only work through t mobile ' s services , because they have deleted the menu options that would enable you to configure the phone to be used on a different network",negative
"this is a great product , and canon has done an excellent job",positive
will never purchase apex again,negative
the blue light also makes this player one of the most fashionable in the market also,positive
"when i went to put in the new sd card i looked at the lcd screen cracked and the fluid gave a jackson pollock type appearance to the screen , black and blue and purple blotches and streaks useless",negative
"if you don ' t mind all the buttons being touch sensitive , i ' d re comment buying it to try out , and also buy an extra 2 year warranty for it ( there are some offered here , for about 15 dollars i think )",positive
less than a month later the screen freezes and eventually shows no disc,negative
"yin to point out they have experience , and so the reliability of the connection you get is among the best",positive
"focusing on a display rack about 20 feet away in a brightly lit room during day time , pictures produced by this camera were blurry and in a shade of orange",negative
"however , if there was one thing i liked about the creative , it would be the car adapter",positive
it wo n ' t play all of my movies,negative
battery life is awesome if you upgrade the firmware requires a windows pc or make sure to always plug the ac adapter into the player before plugging into the outlet awesome sound quality i mean it is creative right ?,positive
the strap is horrible and gets in the way of parts of the camera you need access to,negative
"the voice recorders good , but you can ' t record songs off the radio for ring tones",positive
but now that she is eating solids the odor is escaping out and we are constantly using freshener,negative
i ' ve used the corporate edition at work without any problems ever,positive
what this product really needs is better documentation for how to set up the router for different operating systems !,negative
7 ) some people have problems with the flip switch on the bottom that releases the player cover has not been an issue for me and is immaterial if you use the case as the case covers the switch,positive
many other reviewers are mentioning that they have had no problems at all i would say that the main problem is that this player is just not made very well,negative
"our special friends at creative gave this thing good sound quality , great features , long battery life , and an unbeatable price",positive
"as a portable player , it should feel a bit more durable",negative
the phone is very light weight,positive
the function lever the one which switches between capture and view mode feels fragile,negative
"perhaps i bought the micro to be different , the cheaper price tag ( from amazon ) , the design , or avoiding the high ipod theft in nyc subways",positive
we ' ve purchased 3 universal remotes so far all claiming to work apex dvd players and none worked,negative
"it is easy to install and change the ordinary trash bags , easy to clean , and most important , easy to use one handed just insert folded dirty diaper and flip the handle",positive
the flaw is inside the zen,negative
"the 6600 ( t mobile ) is the true ' world phone ' in that it has the mhz to operate around the globe , including new zealand and australia ( 900 ) whereas the 6620 ( available from singular ) replaces it w 800mhz ( some refer to as 850 )",positive
made the camera totally inoperable,negative
this phone is fantastic,positive
"in fact , i ' d have to rate it among the worst i ' ve ever encountered",negative
i will never use all the whistles and bells this machine is capable of,positive
6 ) the case occludes the display screen when it is closed,negative
"a lot of people complain about the creative software , but i actually find creative mediasource organizer to have some strengths over itunes",positive
forget about the sleek looks if it can ' t play some of your real dvds,negative
proven canon built quality and lens,positive
it was n ' t as easy to fast forward or pause a song than it was with a regular walkman,negative
the memory ( 40 gb ) is staggering,positive
"the only thing i don ' t like about it is that you have to buy a larger memory card , first thing !",negative
the price is incredible with the bonus pack and hitachi ' s 25 incentive ( you need the code go to tool seeker com and it tells you ),positive
"i would give it about 6 or 7 hours , although it will probably get better after a few charge cycles",negative
the card basically installed itself and the install wizard on the cd that came with the router basically set the router up to work with one computer ( with the 54g card ) and also a second computer in my house ( with an 11b card ),positive
and i can ' t warn you enough to stay away from norton ! !,negative
"i ' ve only had this camera for a few days , but it ' s been great",positive
"the only minor nits i have with the camera are it is fairly boxy looking , it needs a wrist strap instead of a neck strap , and it is a bit slow between shots",negative
i have taken hundreds of photos with it and i continue to be amazed by their quality,positive
"the only drawbacks i ' ve encountered are 1 indoor shots from a distance 8ft lack contrast and color , but i ' ve found this to be a problem with all cameras with built in flashes that i ' ve used even on a nikon slr",negative
"3 ) joy stick for eazy navigation , 35mb memory card to store the pictures and stuff",positive
i had some issues when i had enabled wep encryption and then moved on to wpa,negative
im able to keep my phone on for about a week ( mostly stand by ) to three days ( regular use ),positive
one of the dvd ' s i received as a christmas present kept freezing,negative
"overall , this player is awesome and i definately recommend it",positive
"i don ' t know , maybe i got a defective one but first , the player would not shut off , next , the player would not come on i had to send it away to get repaired",negative
i like the size and weight of this little critter,positive
"the touch sarene navigation will take a little getting used to , but once you do , and while the zen is still alive , it ' s a great alternative to the marching in lock step with the click wheel commies",negative
this phone is good with a huge array of features built into it,positive
i find that if you remove the springs it is much easier to adjust and will not stick much,negative
